,,,,,,,,,,,,,,,,,,,,,
Iterations per tickets _6/20/17,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Ticket Number,Assigned To (CSR),Client/Account Name,Severity,Service Offering,Additional Info 1,Additional Info 2,Category,Status,Last Status Modified Date,Date Created-Format,Date Last Modified-Format,Response Date-Format,Date Closed-Format,PER Phase Date-Format,Parent Ticket Number,Child Ticket Number,PER Phase,Production Implementation Tracking,Summary,Time Spent (min),Age(Days)
5377-13281231,User2,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),MAR/N MAY/C1(1) JUN/C3(4.5),,S - PER - New Map,Assigned,2017-06-19-13.37.22,2017-03-20-02.23.42,2017-06-19-13.37.22,2017-03-20-05.00.01,,,5377-13270752,,CTE Technical Implementation,,Develop new ORDCHG-HR map-MCRN_AVNETASIACORP_I_ORDCHG-HR_D97A,707,92
5377-13285483,User2,Customer37,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Closed,2017-06-19-01.58.34,2017-03-21-08.10.21,2017-06-19-01.58.34,2017-03-21-08.46.26,2017-06-16-17.38.15,2017-04-18-00.00.00,,5377-13329959,Production Complete,APR/LMEV RC/APR-S,Re: PER_IBM_Guadalajara,764,87
5377-13285483,User2,Customer37,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Closed,2017-06-19-01.58.34,2017-03-21-08.10.21,2017-06-19-01.58.34,2017-03-21-08.46.26,2017-06-16-17.38.15,2017-04-18-00.00.00,,5377-13332170,Production Complete,APR/LMEV RC/APR-S,Re: PER_IBM_Guadalajara,764,87
5377-13285483,User2,Customer37,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Closed,2017-06-19-01.58.34,2017-03-21-08.10.21,2017-06-19-01.58.34,2017-03-21-08.46.26,2017-06-16-17.38.15,2017-04-18-00.00.00,,5377-13336919,Production Complete,APR/LMEV RC/APR-S,Re: PER_IBM_Guadalajara,764,87
5377-13285483,User2,Customer37,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Closed,2017-06-19-01.58.34,2017-03-21-08.10.21,2017-06-19-01.58.34,2017-03-21-08.46.26,2017-06-16-17.38.15,2017-04-18-00.00.00,,5377-13341502,Production Complete,APR/LMEV RC/APR-S,Re: PER_IBM_Guadalajara,764,87
5377-13285483,User2,Customer37,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Closed,2017-06-19-01.58.34,2017-03-21-08.10.21,2017-06-19-01.58.34,2017-03-21-08.46.26,2017-06-16-17.38.15,2017-04-18-00.00.00,,5377-13342662,Production Complete,APR/LMEV RC/APR-S,Re: PER_IBM_Guadalajara,764,87
5377-13285911,User26,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Reopened,2017-06-19-11.52.56,2017-03-21-11.07.06,2017-06-19-11.52.56,2017-03-21-11.25.48,2017-06-13-16.39.17,2017-04-05-00.00.00,,5377-13317270,CTE Technical Implementation,,CEVA PER GHO-2017-01537 Xerox EDI Weekly Scheduled Job Summary,1178,84
5377-13288856,User41,Customer110,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Needs Reply,2017-06-19-16.42.31,2017-03-22-10.49.35,2017-06-19-16.42.31,,,2016-10-03-00.00.00,5377-12941748,,Production Complete,JAN/MLRC,Re: FW: Corning CLS - Onboarding new dealers - OB WSG ERRORS,105,90
5377-13290148,User42,Customer115,Sev 2,B2B Services Integration Plus (Managed Services),APR/NC1(1.5) MAY/C1(.5)M1(1.25) JUN/M1(1.5),,S - PER - New Map,Needs Reply,2017-06-19-17.31.26,2017-03-22-18.22.50,2017-06-19-17.31.26,2017-03-31-21.34.34,,2017-03-22-00.00.00,5377-13246012,,CTE Valiation/Testing,,PER - Labatt - BCLDB New Flat to IDoc XML Order Translation Map [AB_LABATT_BCLDB_ORDER_FF_XML_SPE],925,90
5377-13291190,User42,Customer14,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-21.33.13,2017-03-23-07.21.55,2017-06-19-21.33.13,2017-03-28-09.26.33,,2017-05-19-00.00.00,,5377-13298926,CTE Valiation/Testing,,NA - AS400 -  CR00006492 - 855 - Customer implementation betweenMeritor and TruckPro,102,89
5377-13297139,User12,Customer71,Sev 2,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Work In Progress,2017-06-19-16.35.40,2017-03-27-04.46.50,2017-06-19-16.35.40,2017-03-27-04.56.00,,2017-03-28-00.00.00,,5377-13302399,Technical Review,,PER - Lindt Japan: Authentication key for new TP Crossmall,495,85
5377-13297139,User12,Customer71,Sev 2,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Work In Progress,2017-06-19-16.35.40,2017-03-27-04.46.50,2017-06-19-16.35.40,2017-03-27-04.56.00,,2017-03-28-00.00.00,,5377-13462943,Technical Review,,PER - Lindt Japan: Authentication key for new TP Crossmall,495,85
5377-13298926,User45,Customer14,Sev 2,B2B Services Integration Plus (Managed Services),MAR/N APR/C2(3.5) JUN/R1(1)C1(3),,S - PER - New Map,Waiting - Client,2017-06-19-15.26.41,2017-03-27-15.40.22,2017-06-19-15.26.41,2017-03-28-07.49.01,,2017-05-19-00.00.00,5377-13291190,,CTE Valiation/Testing,,NA- EDI between Truck PRO New OB 855 map - [ARM_NA_AS400_TRUCKPRO_O_855_5010],926,85
5377-13300073,User6,Customer7,Sev 3,B2B Services Integration Plus (Managed Services),JUN/R1(1.5),,S - Map Research,Work In Progress,2017-06-19-11.44.59,2017-03-28-05.41.56,2017-06-19-11.44.59,2017-03-28-08.16.34,,,,,,,Wieland 102063 change of EDI provider ELEC_WILND_I_ORDRSP_97A,755,84
5377-13301320,User44,Customer74,Sev 4,B2B Services Integration Plus (Managed Services),MAR/A1(.75)M1(1) APR/M4(1)A6(4.4) JUN/A1(1),,S - PER - parent request,Needs Reply,2017-06-19-22.36.55,2017-03-28-14.07.07,2017-06-19-22.36.55,2017-03-29-13.02.53,,2017-03-27-00.00.00,5377-13238418,5377-13301360,Technical Review,,LENOVO - 832R Map Child Tk - PER  Rejection 832 to TD US and CA -LENO_OL_TECH_DIS_O_832_4010,737,84
5377-13301320,User44,Customer74,Sev 4,B2B Services Integration Plus (Managed Services),MAR/A1(.75)M1(1) APR/M4(1)A6(4.4) JUN/A1(1),,S - PER - parent request,Needs Reply,2017-06-19-22.36.55,2017-03-28-14.07.07,2017-06-19-22.36.55,2017-03-29-13.02.53,,2017-03-27-00.00.00,5377-13238418,5377-13301469,Technical Review,,LENOVO - 832R Map Child Tk - PER  Rejection 832 to TD US and CA -LENO_OL_TECH_DIS_O_832_4010,737,84
5377-13301320,User44,Customer74,Sev 4,B2B Services Integration Plus (Managed Services),MAR/A1(.75)M1(1) APR/M4(1)A6(4.4) JUN/A1(1),,S - PER - parent request,Needs Reply,2017-06-19-22.36.55,2017-03-28-14.07.07,2017-06-19-22.36.55,2017-03-29-13.02.53,,2017-03-27-00.00.00,5377-13238418,5377-13301478,Technical Review,,LENOVO - 832R Map Child Tk - PER  Rejection 832 to TD US and CA -LENO_OL_TECH_DIS_O_832_4010,737,84
5377-13303481,User27,Customer75,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-17.10.43,2017-03-29-10.57.54,2017-06-19-17.10.43,2017-03-29-11.55.45,,2017-03-31-00.00.00,,,CTE Valiation/Testing,,PER - Set up new Partner CSL Behring/EDI 850/810/856 via OpenText,90,83
5377-13304192,User19,Customer114,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-16.53.28,2017-03-29-15.20.04,2017-06-19-16.53.28,2017-03-29-15.22.36,,2017-05-01-00.00.00,,5377-13375722,CTE Technical Implementation,,PER GRAHAM - LIDESTRI FOODS - PARENT TICKET- NEW TP SETUP O810 & NEW MAP,236,83
5377-13305736,User3,Customer110,Sev 3,B2B Services Integration Plus (Managed Services),APR/NWC2(4.5)R2(2.5) MAY/M1(.33)C4(6.5),,S - PER - New Map,Waiting - Client,2017-06-19-09.26.09,2017-03-30-08.48.33,2017-06-19-09.26.09,2017-04-05-06.43.35,,2017-03-29-00.00.00,5377-13304006,5377-13327493,Technical Review,,New PER for VWR interfaces - CORNING_VWR_O_SUPPLAN_CSV_HEADER,1585,82
5377-13305812,User7,Customer76,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Work In Progress,2017-06-19-13.59.34,2017-03-30-09.05.10,2017-06-19-13.59.34,2017-04-05-14.46.34,,2017-03-30-00.00.00,,5377-13306731,Technical Review,,"PER - Imperial - New TP + New 850, 810 Translation Maps + VAN Connectivity [In CTE 04/05][CTE Comm=ON]",119,82
5377-13305812,User7,Customer76,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Work In Progress,2017-06-19-13.59.34,2017-03-30-09.05.10,2017-06-19-13.59.34,2017-04-05-14.46.34,,2017-03-30-00.00.00,,5377-13306735,Technical Review,,"PER - Imperial - New TP + New 850, 810 Translation Maps + VAN Connectivity [In CTE 04/05][CTE Comm=ON]",119,82
5377-13306539,User43,Customer113,Sev 4,B2B Services (Hosted Translations),APR/NR1(.5)A1(.5),,S - PER - New Map,Waiting - Client,2017-06-19-13.15.25,2017-03-30-13.59.52,2017-06-19-13.15.25,2017-03-30-21.26.45,,,5377-13301571,,,,NEW per form - Need an 856 map for Walgreens - TPHT_WALG_O_856_4010,548,82
5377-13306731,User7,Customer76,Sev 3,B2B Services Integration Plus (Managed Services),MAR/N APR/M1(.25)R1(1) MAY/C1(2.5),,S - PER - New Map,Needs Reply,2017-06-19-08.21.12,2017-03-30-15.35.04,2017-06-19-08.21.12,2017-03-31-01.41.54,,2017-03-30-00.00.00,5377-13305812,,CTE Technical Implementation,,PER - New Map - PDUE_IMPERIAL_I_850_4010,364,82
5377-13306735,User7,Customer76,Sev 4,B2B Services Integration Plus (Managed Services),APR/N MAY/X1(1)C1(3)M1(1.5) JUN/C1(2.5),MAY/Q1,S - PER - New Map,Needs Reply,2017-06-19-08.19.51,2017-03-30-15.38.12,2017-06-19-08.19.51,2017-04-05-06.10.24,,2017-03-30-00.00.00,5377-13305812,,CTE Valiation/Testing,,PER - New Map - PDUE_IMPERIAL_O_810_4010,872,82
5377-13309171,User19,Customer62,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Needs Reply,2017-06-19-17.31.27,2017-03-31-13.40.59,2017-06-19-17.31.27,2017-03-31-13.48.52,,2017-04-04-00.00.00,,,CTE Technical Implementation,,PER OSU CAMPUS - GRAINGER NEW TP SETUP I810,148,81
5377-13311367,User6,Customer78,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Waiting - Partner,2017-06-19-04.31.33,2017-04-03-04.07.55,2017-06-19-04.31.33,2017-04-03-04.10.56,,,,,CTE Technical Implementation,,EDI USA - Dillard's to reactivate,480,78
5377-13314776,User3,Customer109,Sev 3,B2B Services Integration Plus (Managed Services),APR/N MAY/R1(1.5)M1(3) JUN/M1(0.5),,S - PER - New Map,Waiting - Client,2017-06-19-12.51.02,2017-04-04-08.31.11,2017-06-19-12.51.02,2017-04-12-07.24.08,,2017-04-12-00.00.00,,,Technical Review,,PER for Ferguson 856 (XML input) : IR_SCH_FERGUSON_O_856_4010,649,77
5377-13317347,User44,Customer74,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Needs Reply,2017-06-19-22.47.00,2017-04-05-06.49.59,2017-06-19-22.47.00,2017-04-05-07.49.16,,,,5377-13390346,,,PER for IBM FRU DCG EDI New VLC# Enablement,64,76
5377-13317347,User44,Customer74,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Needs Reply,2017-06-19-22.47.00,2017-04-05-06.49.59,2017-06-19-22.47.00,2017-04-05-07.49.16,,,,5377-13394374,,,PER for IBM FRU DCG EDI New VLC# Enablement,64,76
5377-13317347,User44,Customer74,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Needs Reply,2017-06-19-22.47.00,2017-04-05-06.49.59,2017-06-19-22.47.00,2017-04-05-07.49.16,,,,5377-13457805,,,PER for IBM FRU DCG EDI New VLC# Enablement,64,76
5377-13321247,User27,Customer75,Sev 4,B2B Services Integration Plus (Managed Services),APR/N,,S - PER - New Map,Release - Monthly,2017-06-19-17.14.03,2017-04-06-14.38.11,2017-06-19-17.14.03,2017-04-06-14.49.38,,2017-04-10-00.00.00,5377-13114370,,CTE Technical Implementation,,PER New Costco 855 MAP - ANDA_COSTCO_O_855_4010,253,75
5377-13322444,User26,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),APR/NC3(3)R1(1) MAY/C4(6)R1(1) JUN/R1(3),,S - PER - New Map,Reopened,2017-06-19-15.00.18,2017-04-07-03.16.44,2017-06-19-15.00.18,2017-04-07-03.23.03,2017-06-13-16.41.01,,5377-13296929,,,,CEVA PER GHO-2017-00525 EDI - Ocean - Heinz - 315 between OFS and CargoSmart - New MAP CEVA_CARGOSMART_HEINZ_O_315_4010,1435,67
5377-13322770,User2,Customer112,Sev 4,B2B Services Integration Plus (Managed Services),APR/NA2(.7)C2(2.5) MAY/M1(1)F1(2)C3(7.5) JUN/R1(2)C1(2.5),MAY/Q1,S - PER - New Map,Needs Reply,2017-06-19-14.21.59,2017-04-07-05.46.11,2017-06-19-14.21.59,2017-04-13-05.37.01,,,5377-13313453,,CTE Technical Implementation,,Develop new 850 HR map: :USPU_DOIT_I_850_HR,2526,74
5377-13323112,User27,Customer75,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Waiting - Client,2017-06-19-10.12.14,2017-04-07-09.45.10,2017-06-19-10.12.14,2017-04-07-09.47.31,,2017-04-07-00.00.00,,,CTE Valiation/Testing,,RE: PER Becton Dickinson 856 (20631),36,74
5377-13323617,User13,Customer111,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Release - Monthly,2017-06-19-10.31.13,2017-04-07-13.17.45,2017-06-19-10.31.13,2017-04-07-13.23.43,,2017-04-10-00.00.00,,,Technical Review,,"PER211 - HCA with Taulia AS2
IP:  No,  Egress:  No,  Class C:  No ",127,74
5377-13323797,User16,Customer49,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Needs Reply,2017-06-19-16.34.29,2017-04-07-14.42.04,2017-06-19-16.34.29,2017-04-07-14.50.23,,2017-04-14-00.00.00,,,CTE Valiation/Testing,,Ticket Number: H4HE693647 - Kraft - PER_AMERICOLD_CTE,524,74
5377-13332929,User46,Customer110,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Closed,2017-06-19-13.29.14,2017-04-12-11.10.13,2017-06-19-13.29.14,2017-06-19-13.29.14,2017-06-19-13.29.14,2017-03-29-00.00.00,5377-13304006,,Technical Review,,New PER for VMI interfaces - NEW CD Folders,165,68
5377-13335254,User18,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-12.40.27,2017-04-13-10.37.10,2017-06-19-12.40.27,2017-04-13-11.46.12,,,,5377-13342447,CTE Technical Implementation,,PER - Visteon EDI setup,708,68
5377-13335254,User18,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-12.40.27,2017-04-13-10.37.10,2017-06-19-12.40.27,2017-04-13-11.46.12,,,,5377-13345255,CTE Technical Implementation,,PER - Visteon EDI setup,708,68
5377-13335254,User18,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-12.40.27,2017-04-13-10.37.10,2017-06-19-12.40.27,2017-04-13-11.46.12,,,,5377-13345270,CTE Technical Implementation,,PER - Visteon EDI setup,708,68
5377-13335254,User18,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-12.40.27,2017-04-13-10.37.10,2017-06-19-12.40.27,2017-04-13-11.46.12,,,,5377-13355656,CTE Technical Implementation,,PER - Visteon EDI setup,708,68
5377-13335296,User47,Customer96,Sev 4,B2B Services Integration Plus (Managed Services),APR/NM1(3) JUN/C1(2),,S - PER - New Map,Assigned,2017-06-19-23.04.52,2017-04-13-10.54.24,2017-06-19-23.04.52,2017-04-17-12.29.36,,2017-04-25-00.00.00,5377-13252859,5377-13449437,CTE Valiation/Testing,APR/ME,PER - New Map - Ulta via Ariba [EMILIAPC_ULTA_I_850_4010] [In CTE 04/25],839,68
5377-13335296,User47,Customer96,Sev 4,B2B Services Integration Plus (Managed Services),APR/NM1(3) JUN/C1(2),,S - PER - New Map,Assigned,2017-06-19-23.04.52,2017-04-13-10.54.24,2017-06-19-23.04.52,2017-04-17-12.29.36,,2017-04-25-00.00.00,5377-13252859,5377-13449440,CTE Valiation/Testing,APR/ME,PER - New Map - Ulta via Ariba [EMILIAPC_ULTA_I_850_4010] [In CTE 04/25],839,68
5377-13335296,User47,Customer96,Sev 4,B2B Services Integration Plus (Managed Services),APR/NM1(3) JUN/C1(2),,S - PER - New Map,Assigned,2017-06-19-23.04.52,2017-04-13-10.54.24,2017-06-19-23.04.52,2017-04-17-12.29.36,,2017-04-25-00.00.00,5377-13252859,5377-13450405,CTE Valiation/Testing,APR/ME,PER - New Map - Ulta via Ariba [EMILIAPC_ULTA_I_850_4010] [In CTE 04/25],839,68
5377-13336919,User2,Customer37,Sev 3,B2B Services Integration Plus (Managed Services),APR/M1(1),,S - PER - Map Change,Closed,2017-06-19-01.57.25,2017-04-14-07.21.08,2017-06-19-01.57.25,2017-04-14-09.19.06,2017-06-19-01.57.25,,5377-13285483,,CTE Technical Implementation,,824 map change,110,66
5377-13340516,User31,Customer45,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Waiting - Client,2017-06-19-15.13.33,2017-04-17-10.58.15,2017-06-19-15.13.33,2017-04-17-11.04.15,,2017-04-19-00.00.00,,5377-13356320,Technical Review,,Re: EDI activation for new Trading Partner Sporting Life Canada,239,64
5377-13340516,User31,Customer45,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Waiting - Client,2017-06-19-15.13.33,2017-04-17-10.58.15,2017-06-19-15.13.33,2017-04-17-11.04.15,,2017-04-19-00.00.00,,5377-13356332,Technical Review,,Re: EDI activation for new Trading Partner Sporting Life Canada,239,64
5377-13340516,User31,Customer45,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Waiting - Client,2017-06-19-15.13.33,2017-04-17-10.58.15,2017-06-19-15.13.33,2017-04-17-11.04.15,,2017-04-19-00.00.00,,5377-13356337,Technical Review,,Re: EDI activation for new Trading Partner Sporting Life Canada,239,64
5377-13340516,User31,Customer45,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Waiting - Client,2017-06-19-15.13.33,2017-04-17-10.58.15,2017-06-19-15.13.33,2017-04-17-11.04.15,,2017-04-19-00.00.00,,5377-13356366,Technical Review,,Re: EDI activation for new Trading Partner Sporting Life Canada,239,64
5377-13340752,User8,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-22.18.08,2017-04-17-12.34.10,2017-06-19-22.18.08,2017-04-17-12.36.07,,2017-04-17-00.00.00,,5377-13344527,CTE Valiation/Testing,,PER - Amcor Rigid Plastics via IPS WorldWide 210,262,64
5377-13340752,User8,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-22.18.08,2017-04-17-12.34.10,2017-06-19-22.18.08,2017-04-17-12.36.07,,2017-04-17-00.00.00,,5377-13344883,CTE Valiation/Testing,,PER - Amcor Rigid Plastics via IPS WorldWide 210,262,64
5377-13340752,User8,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-22.18.08,2017-04-17-12.34.10,2017-06-19-22.18.08,2017-04-17-12.36.07,,2017-04-17-00.00.00,,5377-13375005,CTE Valiation/Testing,,PER - Amcor Rigid Plastics via IPS WorldWide 210,262,64
5377-13342755,User2,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),APR/WN MAY/R2(2.5)C3(4),,S - PER - New Map,Waiting - Client,2017-06-19-12.42.16,2017-04-18-07.55.01,2017-06-19-12.42.16,2017-04-18-11.27.30,,,5377-13238696,,CTE Technical Implementation,,"New 850 map development     MCRN_CEAC_I_850_3020,MCRN_CEAC_I_850_4010",1045,63
5377-13343020,User8,Customer14,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-10.48.30,2017-04-18-09.55.04,2017-06-19-10.48.30,2017-04-18-09.56.40,,2017-04-19-00.00.00,,5377-13346317,CTE Valiation/Testing,,EU - CR6435 - EDI between Caterpillar & CWMBRAN,1135,63
5377-13343020,User8,Customer14,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-10.48.30,2017-04-18-09.55.04,2017-06-19-10.48.30,2017-04-18-09.56.40,,2017-04-19-00.00.00,,5377-13418437,CTE Valiation/Testing,,EU - CR6435 - EDI between Caterpillar & CWMBRAN,1135,63
5377-13343020,User8,Customer14,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-10.48.30,2017-04-18-09.55.04,2017-06-19-10.48.30,2017-04-18-09.56.40,,2017-04-19-00.00.00,,5377-13435205,CTE Valiation/Testing,,EU - CR6435 - EDI between Caterpillar & CWMBRAN,1135,63
5377-13343189,User5,Customer27,Sev 3,B2B Services (Hosted Translations),"TP1/CM0/NM0/MC0/AD0
Partner Name :  Voestalpine
Doc TYPE: DELFOR",APR/19/2017,S - PER - parent request,Closed,2017-06-19-11.17.08,2017-04-18-10.47.36,2017-06-19-11.17.08,2017-04-19-06.09.15,2017-06-19-11.17.08,,,5377-13345178,Production Validation,APR/ER,PER -New Supplier Voestalpine - DELFOR,302,62
5377-13343210,User5,Customer27,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Closed,2017-06-19-08.44.55,2017-04-18-10.54.32,2017-06-19-08.44.55,2017-04-19-06.08.08,2017-06-19-08.44.55,2017-04-26-00.00.00,,5377-13345159,CTE Valiation/Testing,,PER  - New Supplier Voestalpine DESADV,300,62
5377-13350892,User16,Customer21,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Partner,2017-06-19-08.59.56,2017-04-20-15.42.59,2017-06-19-08.59.56,2017-04-20-15.46.30,,2017-04-24-00.00.00,,,CTE Valiation/Testing,,Per Orchids Paper via TTS 204-990-214 ANTT,122,61
5377-13353459,User48,Customer95,Sev 3,B2B Services Integration Plus (Managed Services),MAY/C1(2)A3(2) JUN/M1(1.2)A1(1),,S - Map Change,Needs Reply,2017-06-19-14.22.15,2017-04-21-14.38.03,2017-06-19-14.22.15,2017-04-21-16.55.37,,,,,,,Map Change - PB_850_4010_Passthrough_Preprocess,745,60
5377-13355656,User18,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Waiting - Client,2017-06-19-12.40.47,2017-04-24-00.44.37,2017-06-19-12.40.47,2017-04-24-01.00.19,,,5377-13335254,,CTE Technical Implementation,,PER-codelist update for Visteon,160,57
5377-13356031,User49,Customer56,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER TP Contact List Update,Closed,2017-06-19-09.24.57,2017-04-24-04.16.58,2017-06-19-09.24.57,2017-04-25-01.53.17,2017-04-25-01.53.17,,5377-13116460,,,,EMEA - PER Trading Partner Contact List Update [ Dinet ],22,1
